labels,text,phone_number
ham,Still in the area of the restaurant. Ill try to come back soon,8583689922
ham,"Aight that'll work, thanks",6309496993
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,470-561-3765
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,673-845-1204
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",7880262373
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,440-956-8684
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",568-263-8914
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",534-744-1729
ham,So what do you guys do.,9973840909
ham,Also that chat was awesome but don't make it regular unless you can see her in person,9718645964
ham,That's significant but dont worry.,9448244731
ham,That's cause your old. I live to be high.,8868557926
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",7402436496
ham,On the way to office da..,9337094074
ham,In which place do you want da.,6655709295
ham,This pain couldn't have come at a worse time.,8593589500
ham,Ok...,7525615551
ham,Should I be stalking u?,8788944348
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,9243040435
ham,Ok lor.,7516214861
ham,Apps class varaya elaya.,9522999443
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,6611164102
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",921-551-2391
ham,That day you asked about anand number. Why:-),8733104197
ham,Am surfing online store. For offers do you want to buy any thing.,8547140275
ham,Long beach lor. Expected... U having dinner now?,6846605914
ham,At home by the way,9304266062
ham,We are both fine. Thanks,8727282911
ham,What happen to her tell the truth,8850138319
ham,Do you like Italian food?,9247089702
ham,Which is weird because I know I had it at one point,8473518888
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",6799110610
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,7474597452
ham,"Alright, see you in a bit",8912419214
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,6303524749
ham,I will take care of financial problem.i will help:),6460256986
ham,Tell dear what happen to you. Why you talking to me like an alian,7622130123
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,144-405-6885
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",6744435782
ham,Okie...,8485957114
ham,"Hi this is yijue, can i meet u at 11 tmr?",9200100830
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,8748221271
ham,But i dint slept in afternoon.,9185423444
ham,That seems unnecessarily affectionate,8448516146
ham,Yar else i'll thk of all sorts of funny things.,6588862628
ham,You will be in the place of that man,7129601571
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",734-962-6124
ham,Thats cool. How was your day?,9779872176
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,849-244-3510
ham,R we going with the  &lt;#&gt;  bus?,6385187017
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",8459187625
ham,No..he joined today itself.,9807303657
ham,Okay same with me. Well thanks for the clarification,6930217064
ham,I'll talk to the others and probably just come early tomorrow then,9702760760
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",125-740-3178
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",6341126730
ham,Hi. I'm sorry i missed your call. Can you pls call back.,9189203934
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,6292635945
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",835-803-6622
ham,Ok then no need to tell me anything i am going to sleep good night,8404500970
ham,Ok try to do week end course in coimbatore.,9230595137
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,298-389-4726
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),9468864471
ham,If you r @ home then come down within 5 min,9224498743
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",6483883565
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",9804513432
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",9231256798
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,9548070585
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,546-102-8314
ham,Dunno lei he neva say...,9840348658
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,7912689913
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,8177475366
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,673-763-7435
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",8537497130
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",8591025650
ham,"If i let you do this, i want you in the house by 8am.",9909614265
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",6426822847
ham,I will reach before ten morning,6531456606
ham,Your pussy is perfect!,7991188429
ham,"Sorry, I'll call later",7118583266
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",960-481-1789
ham,No message..no responce..what happend?,6154193167
ham,Also where's the piece,8965677588
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",7439174926
ham,Boo. How's things? I'm back at home and a little bored already :-(,6875435451
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,6437952957
ham,PICK UR FONE UP NOW U DUMB?,6452366181
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",7687922637
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",8199108512
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,9648354044
ham,"Babe, I'm back ... Come back to me ...",7223765200
ham,Well you told others you'd marry them...,6932267494
ham,Neshanth..tel me who r u?,8161887806
ham,YO YO YO BYATCH WHASSUP?,7367767766
ham,Oh... Kay... On sat right?,8700676619
ham,Hi! This is Roger from CL. How are you?,8118421218
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),118-191-7688
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,7815971547
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,6599631036
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,8326609873
ham,I'm meeting Darren...,8701249299
ham,One of best dialogue in cute reltnship..!! \Wen i Die,6455682166
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",8588018116
ham,Dear where you will be when i reach there,6536751150
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),6471258303
ham,Ok... Thanx... Gd nite 2 Ì_ too...,6137807963
ham,"Come to me right now, Ahmad",9220078562
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,871-689-4347
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,7768393182
ham,O was not into fps then.,6776117308
ham,Huh means computational science... Y they like dat one push here n there...,8325973709
ham,"Could you not read me, my Love ? I answered you",8661670885
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,8348609540
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",9721966712
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,880-561-9668
ham,Oic... Then better quickly go bathe n settle down...,7920826870
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,9629377464
ham,A bloo bloo bloo I'll miss the first bowl,6797232277
ham,Lmao but its so fun...,6699711828
ham,Oh k k:)but he is not a big hitter.anyway good,6188459141
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,8434740231
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,477-759-7450
ham,Do you think i can move  &lt;#&gt;  in a week,7415050702
ham,She.s find. I sent you an offline message to know how anjola's now.,7159397028
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,506-538-1006
ham,How was txting and driving,8875171685
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,7526686819
ham,Really dun bluff me leh... U sleep early too. Nite...,7244974612
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",7506748116
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,7983396513
ham,Oh ya ya. I remember da. .,9478194179
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,9286697929
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",818-197-5079
ham,I not busy juz dun wan 2 go so early.. Hee.. ,6197479185
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,7345153972
ham,"Great. I'm in church now, will holla when i get out",6409237942
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,6861729115
ham,I donno if they are scorable,6476101647
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,7534575401
ham,"Yes but i dont care! I need you bad, princess!",6978521004
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",8829188460
ham,"Sorry, I'll call later",9148085014
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,9522609029
ham,Do u knw dis no. &lt;#&gt; ?,7938472705
ham,Then she dun believe wat?,8478038743
ham,K..give back my thanks.,6481257353
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,8955248948
ham,Okay. I've seen it. So i should pick it on friday?,9153871756
ham,How much she payed. Suganya.,9219833889
ham,Left dessert. U wan me 2 go suntec look 4 u?,9658165835
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",9746838985
ham,Onum ela pa. Normal than.,6437048984
ham,K.k..how is your sister kids?,8263184472
ham,"Cool, I'll text you when I'm on the way",6827615111
ham,Nope. Meanwhile she talk say make i greet you.,7119568118
ham,i cant talk to you now.i will call when i can.dont keep calling.,8155905036
ham,Anything lar...,6744440381
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",7296632335
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",9631161233
ham,They will pick up and drop in car.so no problem..,6677135006
ham,S.i think he is waste for rr..,7608906442
ham,He is world famamus....,9680777764
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,6630179607
ham,Lol well don't do it without me. We could have a big sale together.,6941060804
ham,* Am on my way,8821549298
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,7387605887
ham,"sry can't talk on phone, with parents",7631661859
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",394-841-5170
ham,Ok lor wat time Ì_ finish?,8553365631
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",8336009009
ham,Mm i am on the way to railway,7731383050
ham,i dnt wnt to tlk wid u,6617009441
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",8807507396
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,7514653531
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",819-189-5141
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",892-211-4293
ham,K.:)do it at evening da:)urgent:),7904691260
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,7892621767
ham,Mm have some kanji dont eat anything heavy ok,8563659009
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,8329300443
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,8723257832
ham,I dont thnk its a wrong calling between us,7802142494
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,6267087040
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,8748219974
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,8774447745
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,6837954422
ham,"Greetings me, ! Consider yourself excused.",8323008811
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,8931596171
ham,they released another Italian one today and it has a cosign option,9147245208
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",7881329062
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,692-738-3852
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,7861671221
ham,Dai what this da.. Can i send my resume to this id.,6942546888
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",7679431605
ham,Yup i've finished c Ì_ there...,9803453372
ham,Remember to ask alex about his pizza,6121410863
ham,No da..today also i forgot..,6424953666
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",8719660711
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,9422491066
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",8586671418
ham,Congrats kano..whr s the treat maga?,6398835237
ham,Who u talking about?,6485276267
ham,Yup...,6134538700
ham,Ok...,6700539068
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",7192276952
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,6575226604
ham,Er yep sure. Props?,8198801327
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",9272348529
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,938-254-3765
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,9446300972
ham,Bognor it is! Should be splendid at this time of year.,6568772834
ham,Yes.i'm in office da:),6917351806
ham,"Sorry, I'll call later",9324703962
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,9244245065
ham,Ok. I only ask abt e movie. U wan ktv oso?,6770526131
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,7800643459
ham,"Sorry, I'll call later",9504515507
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,8612145317
ham,"Sorry, I'll call later",7145931517
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,608-830-4780
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",8505848745
ham,Do u noe how 2 send files between 2 computers?,8586048003
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",7737952172
ham,jay says he'll put in  &lt;#&gt;,8949201319
ham,Can you just come in for a sec? There's somebody here I want you to see,9427269665
ham,So the sun is anti sleep medicine.,8941851036
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,8405886991
ham,Yup ok...,8845880403
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,6651862915
ham,Ok enjoy . R u there in home.,7313255231
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",7233030023
ham,You do what all you like,6784842383
ham,That's y we haf to combine n c how lor...,8315016216
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,8650010294
ham,Hmmm:)how many players selected?,9716828601
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",9345853458
ham,I dont. Can you send it to me. Plus how's mode.,6286474319
ham,Aiyo please Ì_ got time meh.,8800877379
ham,Package all your programs well,7910682800
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",6899300280
ham,So are you guys asking that i get that slippers again or its gone with last year,6709001498
ham,Company is very good.environment is terrific and food is really nice:),7417931198
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",935-862-8086
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,8579873946
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,6666095104
ham,Please sen :)my kind advice :-)please come here and try:-),8410620838
ham,I'm done. C Ì_ there.,7314606216
ham,"Oh fine, I'll be by tonight",9533987484
ham,ÌÏ give me some time to walk there.,9380831975
ham,I'll reach in ard 20 mins ok...,6801707382
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",816-450-2515
ham,Fuck babe ... What happened to you ? How come you never came back?,6515914235
spam,This message is brought to you by GMW Ltd. and is not connected to the,651-295-7094
ham,"Some friends want me to drive em someplace, probably take a while",6211802372
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,9774392492
ham,Are you still getting the goods.,6815676249
ham,And maybe some pressies,7596893665
ham,"Yeah I am, so I'll leave maybe 7ish?",6190972854
ham,K..k..i'm also fine:)when will you complete the course?,9638009372
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",9658165150
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,6363914947
ham,You in your room? I need a few,8100251148
ham,I dont want to hear anything,9895860814
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,7482792357
ham,Ultimately tor motive tui achieve korli.,8341874153
ham,From 5 to 2 only my work timing.,7832702673
ham,‰Û_ and don‰Û÷t worry we‰Û÷ll have finished by march ‰Û_ ish!,6639643169
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",8471311504
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",837-936-5426
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,853-371-7705
ham,Now thats going to ruin your thesis!,8920729408
ham,In sch but neva mind u eat 1st lor..,7487561000
ham,Hey whats up? U sleeping all morning?,7524414649
ham,Erm. I thought the contract ran out the4th of october.,6134864316
ham,I dunno until when... Lets go learn pilates...,8214116856
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,615-418-8426
ham,Yup i'm elaborating on the safety aspects and some other issues..,8980766743
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",733-671-4172
ham,"Goodmorning, today i am late for 1hr.",7572915122
ham,Hi happy birthday. Hi hi hi hi hi hi hi,6710267139
ham,I will be outside office take all from there,7175762303
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,8949763800
ham,"Aight, see you in a bit",9583476792
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),9536124211
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,629-543-4451
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,7703225121
ham,Still work going on:)it is very small house.,9658242933
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",6752752991
ham,Tmr timin still da same wat cos i got lesson until 6...,7531473023
ham,"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",9327514591
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,619-496-1323
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,7839367161
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",8110060846
ham,Okie... Thanx...,8499309912
ham,"Gosh that , what a pain. Spose I better come then.",6922266162
ham,"As usual..iam fine, happy &amp; doing well..:)",7157463667
ham,Okie,8230574277
ham,So when you gonna get rimac access ,9432060894
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",7648054010
ham,You call times job today ok umma and ask them to speed up,7759921497
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",7987185679
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,9988671783
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,8550449285
ham,Hello madam how are you ?,6120323354
ham,"Awesome, text me when you're restocked",6230784026
ham,"As usual..iam fine, happy &amp; doing well..:)",8279513044
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,643-904-7050
ham,Yes. It's all innocent fun. O:-),6803257984
ham,Thanks for sending this mental ability question..,6231178542
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",6577132925
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,9369379882
ham,I went to ur hon lab but no one is there.,7679719576
ham,I cant pick the phone right now. Pls send a message,6321615908
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,9117764910
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,489-324-9656
ham,How come?,7121259726
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,9404774411
ham,Ok lor...,7619156425
ham,I'm coming home 4 dinner.,8402310226
ham,S da..al r above  &lt;#&gt;,7745828858
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",274-351-9280
ham,Unni thank you dear for the recharge..Rakhesh,7393242526
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,8104896060
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,8489836991
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",7940759593
ham,No way I'm going back there!,8579827106
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",418-681-1288
ham,I WILL CAL YOU SIR. In meeting,7663044665
